ticker,ADANIENT,ADANIENT,ADANIENT,ADANIENT,ADANIPORTS,ADANIPORTS,ADANIPORTS,ADANIPORTS,APOLLOHOSP,APOLLOHOSP,APOLLOHOSP,APOLLOHOSP,ASIANPAINT,ASIANPAINT,ASIANPAINT,ASIANPAINT,AXISBANK,AXISBANK,AXISBANK,AXISBANK,BAJAJ-AUTO,BAJAJ-AUTO,BAJAJ-AUTO,BAJAJ-AUTO,BAJAJFINSV,BAJAJFINSV,BAJAJFINSV,BAJAJFINSV,BAJFINANCE,BAJFINANCE,BAJFINANCE,BAJFINANCE,BHARTIARTL,BHARTIARTL,BHARTIARTL,BHARTIARTL,BPCL,BPCL,BPCL,BPCL,BRITANNIA,BRITANNIA,BRITANNIA,BRITANNIA,CIPLA,CIPLA,CIPLA,CIPLA,COALINDIA,COALINDIA,COALINDIA,COALINDIA,DIVISLAB,DIVISLAB,DIVISLAB,DIVISLAB,DRREDDY,DRREDDY,DRREDDY,DRREDDY,EICHERMOT,EICHERMOT,EICHERMOT,EICHERMOT,GRASIM,GRASIM,GRASIM,GRASIM,HCLTECH,HCLTECH,HCLTECH,HCLTECH,HDFCBANK,HDFCBANK,HDFCBANK,HDFCBANK,HEROMOTOCO,HEROMOTOCO,HEROMOTOCO,HEROMOTOCO,HINDALCO,HINDALCO,HINDALCO,HINDALCO,HINDUNILVR,HINDUNILVR,HINDUNILVR,HINDUNILVR,ICICIBANK,ICICIBANK,ICICIBANK,ICICIBANK,INDUSINDBK,INDUSINDBK,INDUSINDBK,INDUSINDBK,INFY,INFY,INFY,INFY,ITC,ITC,ITC,ITC,JSWSTEEL,JSWSTEEL,JSWSTEEL,JSWSTEEL,KOTAKBANK,KOTAKBANK,KOTAKBANK,KOTAKBANK,LT,LT,LT,LT,LTIM,LTIM,LTIM,LTIM,M&M,M&M,M&M,M&M,MARUTI,MARUTI,MARUTI,MARUTI,NESTLEIND,NESTLEIND,NESTLEIND,NESTLEIND,NTPC,NTPC,NTPC,NTPC,ONGC,ONGC,ONGC,ONGC,POWERGRID,POWERGRID,POWERGRID,POWERGRID,RELIANCE,RELIANCE,RELIANCE,RELIANCE,SBILIFE,SBILIFE,SBILIFE,SBILIFE,SBIN,SBIN,SBIN,SBIN,SHRIRAMFIN,SHRIRAMFIN,SHRIRAMFIN,SHRIRAMFIN,SUNPHARMA,SUNPHARMA,SUNPHARMA,SUNPHARMA,TATACONSUM,TATACONSUM,TATACONSUM,TATACONSUM,TATAMOTORS,TATAMOTORS,TATAMOTORS,TATAMOTORS,TATASTEEL,TATASTEEL,TATASTEEL,TATASTEEL,TCS,TCS,TCS,TCS,TECHM,TECHM,TECHM,TECHM,TITAN,TITAN,TITAN,TITAN,ULTRACEMCO,ULTRACEMCO,ULTRACEMCO,ULTRACEMCO,WIPRO,WIPRO,WIPRO,WIPRO
field,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open,close,high,low,open
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21,86.89303398,88.80019038,85.98963424,88.13101035,366.89999,374.79999,365.95001,369.0,1023.9,1053.35,1018.05,1048.15,1253.0,1279.9,1246.0,1272.0,513.04999,522.0,511.10001,521.25,2830.1001,2877.95,2822.7,2873.05,599.15498,603.4,595.06001,595.9,2257.45,2288.0,2250.1001,2277.0,332.23270772,337.90957965,327.81733786,337.86453405,210.975005,213.199995,203.625,207.449995,2981.3501,3014.9751,2975.0,3000.0,603.5,609.70001,602.0,608.79999,267.70001,272.89999,266.29999,270.70001,1056.25,1090.0,1051.0,1086.25,463.28,477.8,461.3,477.8,2942.49,3005.8301,2935.575,2988.0,1007.921427,1014.943361,1002.991133,1012.951323,451.274995,458.5,449.54999,456.04999,1028.80005,1035.4,1023.525,1030.0,3635.2,3675.8999,3624.0,3648.0,222.3,228.3,221.5,228.3,1593.45,1610.5,1588.0,1594.0,297.95001,300.35001,294.54999,294.79999,1960.5,1975.75,1946.05,1969.3,623.275,628.25,618.0,622.975,246.2259438,249.95447559,245.80115333,249.57690084,332.85001,337.45001,331.54999,337.0,1313.95,1332.0,1311.1,1332.0,1289.8,1316.0,1286.0,1310.0,1686.4,1694.8,1656.9,1667.0,883.59998,909.79999,874.09998,909.79999,8863.0498,8986.0,8852.9502,8978.0,985.04004,991.39502,971.25498,975.00498,129.37494849,131.41661435,129.08327361,131.41661435,159.7,163.7,158.25,163.7,109.940625,111.74061938,109.0125,111.43125563,464.01663387,465.83771761,459.2278581,460.19460626,675.45001,685.75,675.0,676.20001,268.64999,274.75,268.10001,274.75,289.04968693,292.67401225,286.46784228,292.08944365,554.5,567.45001,552.59998,565.0,255.08508508,259.18501948,252.417648,254.93687492,307.0,308.5,305.5,307.89999,55.775,56.895001,55.609998,56.895001,1819.35,1832.0,1817.6,1832.0,685.29999,702.75,682.20001,694.70001,868.40002,894.79999,866.0,894.0,3616.8999,3673.0,3600.0,3673.0,96.99374643,97.98749643,96.41250393,97.87500018
2018-06-22,87.22762399,87.66258432,85.35391321,86.85956828,365.79999,367.35001,361.20001,364.89999,1021.45,1032.5,1005.0,1029.6,1267.7,1273.55,1240.2,1261.5,525.65002,527.79999,510.54999,513.0,2832.2,2836.8501,2806.0,2825.0,617.65,619.0,599.1,599.95498,2336.05,2342.0,2250.55,2267.0,337.50407914,339.26121797,330.07006839,334.2601652,213.175005,214.5,210.100005,211.5,2979.7251,2999.0,2947.5249,2984.44995,615.75,618.04999,595.25,604.0,264.85001,267.70001,263.04999,267.10001,1044.25,1055.25,1033.0,1050.45,467.25,469.5,454.81,465.0,2914.065,2947.2301,2890.6949,2944.9,1006.377598,1010.959285,987.951266,1005.929389,452.399995,460.899995,450.92499,453.524995,1041.67505,1044.4,1024.92505,1028.475,3637.6499,3644.2,3601.7,3634.0,222.0,222.75,218.7,222.05,1608.1,1610.7,1581.0,1592.0,300.64999,302.70001,295.64999,298.20001,1953.25,1963.75,1927.4,1960.5,623.925,627.75,620.6,621.5,250.2848535,251.84234934,245.42358802,245.94274386,336.95001,338.35001,331.85001,332.39999,1321.4,1324.0,1308.45,1318.25,1299.85,1305.0,1283.5,1288.7,1673.3,1714.4,1665.0,1688.0,908.20001,912.70001,882.04999,882.79999,8874.9004,8887.0,8810.0,8865.0,987.10498,991.29502,976.0,984.0,131.08328115,131.83328085,128.08328234,129.16661524,159.55,160.64999,158.64999,160.64999,111.20625,111.59999438,109.18125563,110.3625,455.27093541,462.78009553,453.44985166,462.42037528,685.20001,692.5,678.79999,678.79999,273.04999,273.70001,265.75,269.0,291.11516265,292.55709853,284.71413648,288.98148726,577.25,581.79999,547.65002,553.0,258.93803548,260.37052292,253.35619708,254.78868452,308.0,308.89999,303.20001,306.85001,56.184998,56.459998,55.609998,56.040002,1809.8,1827.0,1799.55,1827.0,691.15002,692.79999,679.5,686.0,877.54999,881.75,859.0,870.70001,3641.05,3654.7,3563.0,3624.0,96.84375018,97.35000393,95.62500018,97.03125018
2018-06-25,84.98586419,87.72950902,84.78511018,86.99340429,361.14999,367.75,359.04999,366.0,1031.6,1052.55,1019.55,1023.0,1253.45,1272.1,1249.3,1268.0,515.20001,523.34998,513.09998,520.34998,2801.3,2839.8,2795.2,2839.8,616.56499,629.36001,614.6,620.0,2390.6001,2399.0,2334.0,2342.0,337.14364226,340.56781069,335.02607556,335.20630301,206.0,212.5,204.649995,212.0,2988.69995,3024.94995,2980.0,2987.0,611.40002,622.54999,608.0,615.09998,259.0,265.75,257.39999,264.0,1032.85,1060.95,1029.05,1048.0,458.03,465.36,456.2,461.0,2944.0,2972.135,2914.065,2914.065,1002.542924,1016.48719,998.011038,1008.220233,454.45001,458.75,452.0,452.45001,1047.475,1048.9,1036.525,1041.525,3586.8501,3649.95,3575.55,3634.0,218.39999,227.25,217.8,221.05,1615.15,1629.0,1607.4,1616.0,289.70001,300.5,288.79999,299.79999,1969.95,1976.9,1946.5,1951.0,636.225,639.4,627.0,628.575,247.87783334,250.52083772,245.1876038,250.2848535,332.10001,338.45001,330.0,336.85001,1328.0,1335.0,1315.0,1321.0,1268.15,1303.75,1264.25,1301.0,1662.15,1695.0,1655.0,1673.0,905.59998,914.5,901.0,912.0,8793.0,8869.0,8780.0,8869.0,989.49004,999.8,984.14004,985.00996,128.87494036,131.41661435,127.79162412,130.8749479,156.64999,160.7,156.10001,160.35001,109.2375,111.54375,107.71875,111.20625,451.65125044,457.06953663,450.68450228,454.77632007,689.75,698.90002,677.70001,686.0,268.45001,273.14999,267.20001,271.85001,286.0976155,291.27104761,284.61670838,288.38717585,571.79999,592.0,567.95001,576.90002,261.309072,263.72952508,256.96216348,256.96216348,289.39999,306.29999,287.60001,306.29999,55.859998,56.479999,55.634998,55.979999,1819.25,1822.35,1806.0,1811.9,696.15002,699.90002,691.0,692.95001,864.0,885.29999,862.0,878.0,3752.0,3770.0,3631.6001,3653.0,96.56250018,97.96875018,96.00000018,96.71249643
2018-06-26,86.42459457,87.66258432,83.78134013,83.78134013,362.89999,366.54999,356.39999,361.0,1022.4,1043.95,1016.55,1028.0,1274.6,1279.85,1253.0,1255.0,514.20001,518.70001,512.04999,516.5,2811.95,2822.5,2785.55,2805.0,608.43501,620.75,606.1,617.48999,2367.3501,2419.1499,2344.55,2385.0,342.59526816,344.89304429,336.28762268,337.00848744,207.625,208.875,203.75,203.824995,3025.05005,3040.8999,2981.5,3003.0,599.5,608.70001,597.25,606.0,265.14999,270.20001,258.20001,258.29999,1043.0,1053.4,1029.75,1034.8,453.43,457.0,451.48,456.8,2903.5449,2955.7449,2890.015,2944.15,1032.572897,1035.760158,991.337701,996.616611,455.20001,457.75,453.29999,454.5,1046.85,1051.5,1039.92505,1043.025,3566.8501,3578.0,3536.0,3570.0,222.95,223.7,216.8,218.5,1621.75,1630.8,1614.25,1615.0,288.10001,289.10001,284.70001,287.54999,1983.3,1993.9,1956.85,1961.1,638.925,641.95,633.125,634.5,249.95447559,251.22879037,247.45304287,247.73624281,322.85001,330.20001,321.54999,329.64999,1329.85,1342.1,1320.15,1322.0,1270.05,1283.5,1261.1,1268.8,1633.8,1680.0,1624.0,1670.0,898.0,915.0,891.09998,905.0,8931.3496,8985.3496,8750.0,8793.0,1008.45,1018.0,986.25498,992.97998,129.66662338,130.24994815,127.95828239,128.70828209,158.3,158.89999,156.05,156.39999,107.296875,109.51875,106.3125,109.06874438,440.18517212,452.34820841,438.52146149,452.34820841,684.70001,694.34998,678.40002,689.75,267.39999,271.20001,265.39999,267.25,279.81350305,287.20829584,277.67008485,285.56176095,572.95001,576.5,565.79999,571.34998,264.12469948,266.44634908,260.12353892,261.60544292,276.85001,288.39999,275.10001,288.39999,54.95,55.990002,53.825,55.834998,1852.0,1861.0,1821.0,1823.0,687.84998,699.90002,682.15002,695.0,872.15002,874.5,862.0,863.90002,3840.1001,3863.95,3750.0,3752.0,96.60000393,97.48125393,96.05624643,96.56250018
2018-06-27,77.0226218,85.65504422,75.28275371,85.65504422,361.10001,365.04999,355.14999,362.0,1020.45,1027.5,1011.55,1027.5,1267.15,1285.0,1263.0,1279.15,507.85001,516.0,501.60001,516.0,2765.45,2822.95,2758.2,2822.95,597.51001,611.9,594.0,608.9,2335.5,2379.8,2322.55,2379.8,338.49528058,343.81172463,336.19751346,343.54140598,191.399995,204.350005,189.199995,204.0,3043.80005,3064.5,3024.0,3043.0,602.29999,606.95001,593.0,602.5,265.89999,267.95001,260.85001,265.0,1019.7,1052.2,1012.95,1042.0,458.76,461.36,449.18,451.58,2837.185,2917.7801,2825.3051,2909.9,1021.666489,1030.879665,1017.433408,1026.995191,460.524995,462.5,455.149995,456.100005,1056.30005,1059.75,1045.0,1046.5,3538.0,3584.55,3530.0,3570.0,217.89999,223.7,216.89999,223.25,1609.3,1656.65,1598.35,1629.0,279.04999,287.89999,274.0,287.89999,1969.25,1995.0,1959.1,1989.0,635.0,646.725,632.8,641.975,248.01941443,250.1432724,246.83949334,250.04886928,318.29999,324.5,316.79999,324.45001,1324.2,1339.8,1320.1,1332.0,1232.75,1275.0,1229.0,1273.0,1658.15,1674.0,1638.05,1644.0,892.65002,906.29999,885.54999,900.0,8898.2998,9012.0,8873.0,8935.9502,999.93496,1019.8,995.27998,1010.9,128.16661564,130.3749481,126.33329137,130.3749481,156.25,158.85001,154.45,158.35001,105.3,108.28125,104.45625,107.971875,434.29473961,443.08542109,432.87835464,439.98282498,677.75,688.84998,674.5,681.54999,261.70001,267.35001,261.0,267.35001,267.88830362,280.03758768,264.32243516,277.86494105,576.90002,581.70001,568.5,577.0,262.39581148,265.16201252,258.04889308,261.90184348,271.04999,279.5,270.0,278.5,54.320001,55.25,53.909998,55.170001,1858.0,1885.15,1851.25,1860.0,714.25,716.90002,690.0,692.0,869.65002,879.5,867.0,872.0,3773.1499,3857.3999,3750.0,3850.0,96.01874643,97.46249643,95.32500017,97.16250393
2018-06-28,73.17483661,77.39067082,72.73986959,75.95193375,361.79999,364.45001,358.14999,359.70001,1012.4,1022.8,1000.0,1022.8,1268.4,1273.45,1250.0,1267.15,504.60001,513.5,500.79999,508.0,2716.0,2785.0,2705.3999,2760.0,584.8,598.0,576.00498,598.0,2274.7,2348.0,2253.8,2337.0,340.56781069,343.6765608,332.09752587,336.73816878,183.475005,192.600005,181.75,186.0,3064.7749,3074.0,3027.7749,3062.0,600.90002,609.90002,596.0,604.5,260.64999,266.85001,258.64999,266.85001,1000.15,1027.0,994.95001,1022.0,459.15,465.19,454.44,457.8,2842.5551,2855.0,2775.16,2824.0,999.604668,1017.284006,985.262005,1011.855702,454.79999,464.975005,452.45001,463.225005,1065.42505,1070.0,1055.6,1057.5,3516.05,3550.95,3476.0,3538.0,221.05,222.60001,216.14999,218.0,1602.75,1620.5,1596.0,1610.0,271.39999,278.39999,269.79999,278.0,1967.6,1990.0,1948.25,1969.0,644.8,649.0,638.125,638.15,245.89555646,249.19933553,244.47965114,247.31146177,322.39999,324.39999,313.89999,317.79999,1339.1,1349.9,1312.1,1319.0,1234.95,1240.0,1206.0,1228.0,1641.7,1674.1,1632.1,1661.0,907.75,917.70001,891.04999,892.65002,8771.2998,8894.0498,8735.0498,8892.0,977.25,1009.5,972.45498,1002.8,130.33327311,131.58327262,124.58328374,127.49994924,153.5,158.60001,151.8,156.3,103.95,106.171875,103.02186938,105.97499438,424.89706169,435.48632192,422.80617878,432.56359492,666.40002,681.09998,658.04999,681.09998,257.0,262.0,255.7,260.39999,254.024285,268.62875718,247.92528594,266.54379584,567.29999,583.20001,564.20001,577.75,260.76571708,265.013832,258.29587708,259.827168,263.35001,272.64999,261.85001,272.0,54.845001,55.65,54.4,54.5,1842.7,1871.0,1826.3,1865.0,664.25,721.75,659.25,716.04999,836.34998,868.0,830.0,868.0,3721.3999,3784.95,3685.6001,3773.1499,96.41250393,97.10625393,95.88750018,96.14999643
2018-06-29,75.71772073,76.42035977,73.67672163,73.67672163,373.14999,377.39999,359.04999,364.45001,1047.45,1056.35,1006.35,1014.0,1264.45,1271.1,1252.15,1268.25,510.79999,514.5,498.75,505.79999,2810.3,2828.0,2720.1499,2720.1499,582.11001,593.27002,580.8,587.0,2296.3501,2320.0,2270.6001,2282.1001,344.17217954,345.388636,338.1798983,338.1798983,186.649995,189.449995,180.925005,185.0,3106.875,3128.9751,3056.1499,3075.0,616.65002,619.90002,599.90002,601.5,264.35001,265.20001,259.0,259.0,1038.6,1042.5,1003.0,1003.5,447.01,456.8,444.6,455.99,2859.0449,2878.8801,2840.0,2869.96,1002.84173,1010.959285,993.230157,1005.779986,463.125,464.375,456.67499,457.04999,1054.225,1070.0,1052.55005,1060.85,3473.5,3534.95,3456.3501,3520.5,230.5,232.0,221.55,222.8,1641.15,1645.0,1605.45,1605.45,275.39999,276.0,269.60001,272.0,1932.2,1979.0,1929.55,1970.0,653.6,657.5,641.625,649.025,251.2760061,252.550302,245.70675964,247.12266496,326.79999,328.29999,322.75,325.0,1342.95,1360.0,1335.3,1336.0,1275.1,1277.95,1233.05,1235.95,1671.4,1695.0,1640.0,1640.0,897.70001,914.90002,894.84998,909.0,8825.5996,8900.0,8750.2998,8750.2998,981.00996,989.8,977.7,989.8,133.04160537,134.08327162,127.99995738,129.45829013,158.39999,159.35001,154.14999,155.14999,105.10313063,107.07188063,103.55625563,104.203125,437.26244512,438.63387406,426.71814094,426.76309698,674.34998,685.0,666.0,666.0,259.35001,263.45001,258.20001,258.25,253.20588896,262.023132,249.80564827,253.31305987,564.0,571.90002,560.15002,569.0,266.10057148,266.89090052,259.53079708,259.53079708,269.29999,270.5,262.64999,265.45001,56.775,56.979999,55.104999,55.195001,1847.75,1867.4,1842.3,1844.9,655.45001,675.79999,634.15002,673.90002,878.5,881.79999,826.04999,826.04999,3818.6001,3830.3999,3715.05,3749.0,98.06250018,98.43750018,95.62500018,97.12500018
2018-07-02,70.29736247,76.11922875,67.48680633,75.48350772,362.79999,373.89999,359.14999,371.0,1064.5,1069.0,1036.3,1063.0,1293.05,1297.95,1261.0,1266.5,512.25,513.79999,503.0,510.75,2835.1499,2912.0,2815.0,2815.0,577.82998,588.0,575.04502,586.0,2299.55,2314.7,2281.1001,2300.0,331.64697976,343.6765608,329.39424923,343.40625115,184.600005,189.0,183.625,187.5,3116.4751,3133.9751,3085.07495,3113.5,617.0,620.0,611.0,620.0,260.54999,264.0,258.60001,263.14999,1050.4,1057.0,1025.25,1041.9,448.07,452.11,440.45,446.0,2818.765,2878.1,2786.515,2865.5,983.369549,1003.987152,978.140449,1000.003076,463.04999,466.225005,460.42499,463.5,1036.625,1054.19995,1031.625,1054.17505,3415.3999,3527.6499,3402.3,3480.0,223.25,231.10001,218.85001,231.0,1643.45,1647.75,1625.05,1640.9,277.39999,279.89999,271.0,274.0,1948.8,1957.05,1928.5,1938.0,667.35,670.0,657.0,657.0,248.30258606,252.12554929,245.47077542,252.03114616,313.39999,328.75,311.5,327.0,1337.95,1354.4,1332.0,1348.85,1255.95,1277.95,1242.9,1277.9,1649.7,1680.0,1645.0,1680.0,886.65002,907.70001,878.65002,907.0,8821.0498,8935.0,8800.0498,8878.0,976.51504,989.0,973.02998,989.0,127.95828239,132.62493887,126.16660811,132.49994725,155.5,158.0,153.5,157.85001,104.090625,105.38438063,103.21875,105.1875,431.9340755,437.2174666,430.31534339,437.2174666,669.40002,683.84998,660.84998,675.29999,258.85001,261.75,254.0,258.95001,250.57533026,256.79124304,249.6400205,255.04728005,563.15002,572.84998,558.5,566.29999,261.25968508,269.80533148,260.074152,267.730656,266.70001,276.04999,265.60001,276.0,56.05,58.65,55.625,57.595001,1851.35,1857.8,1841.1,1852.0,657.20001,669.5,640.0,657.95001,897.40002,906.90002,870.15002,883.09998,3777.3,3826.8,3734.1001,3798.0,97.72500393,98.34375018,96.78750393,97.76250393
