date,equity,returns,drawdown
2018-08-23,110458.69251543,-0.007784412776086547,-0.027239549499382388
2018-08-24,110097.95073168998,-0.0032658523790657368,-0.03041644153091094
2018-08-27,112167.54179597998,0.01879772557559778,-0.012190475876197395
2018-08-28,111677.51111940999,-0.004368738662930749,-0.016505957535848232
2018-08-29,112845.20969180999,0.010455986712951004,-0.006222556895576518
2018-08-30,112650.37779824997,-0.0017265411096502037,-0.007938354504939401
2018-08-31,112762.55263915997,0.000995778648083201,-0.006950480700773194
2018-09-03,111604.19578629998,-0.010272531312471522,-0.01715161298260927
2018-09-04,109343.2529289,-0.020258582945476777,-0.03706272855382916
2018-09-05,108978.01660409998,-0.0033402730851396223,-0.04027920200431859
2018-09-06,109880.69991649999,0.00828316884935898,-0.03232967258627877
2018-09-07,109125.5339533,-0.0068725987709747915,-0.03898008248917114
2018-09-10,108257.76128449998,-0.007952058857016664,-0.04662216943598255
2018-09-11,107768.09210089999,-0.004523178548955453,-0.05093446758823944
2018-09-12,107349.91461037999,-0.003880346050187833,-0.054617170278302776
2018-09-14,108710.4388067,0.012673733381697971,-0.042635640350774724
2018-09-17,107673.57098834,-0.009537886423250264,-0.05176687287877672
2018-09-18,105812.29855634,-0.01728625153707919,-0.06815826922998537
2018-09-19,104929.20784669998,-0.008345822949586634,-0.07593525533202833
2018-09-21,105198.9043289,0.0025702708305397337,-0.07356015867327807
2018-09-24,105571.98350882,0.003546416973636779,-0.07027461669494357
2018-09-25,106327.86493242001,0.007159867594387359,-0.06361790605133828
2018-09-26,106054.02551522,-0.002575424771051882,-0.06602948769126307
2018-09-27,106812.42720841999,0.007151088226171609,-0.059350582157100595
2018-09-28,107450.73908582,0.005976007605879907,-0.053729254081605
2018-10-01,108402.54285282,0.008858047651396861,-0.045347142723137
2018-10-03,105869.89896322,-0.023363325462195217,-0.06765100813111101
2018-10-04,103319.02727642,-0.024094399935964628,-0.09011539762109345
2018-10-05,105059.02427642,0.01684101221108869,-0.07479201992174876
2018-10-08,104044.02727642,-0.009661207183206288,-0.08373064590484051
2018-10-09,104374.02627642,0.0031717245923523762,-0.08082449186123812
2018-10-10,108924.02827642001,0.043593240218116724,-0.04075465313233554
2018-10-11,105575.02487642001,-0.030746231598239526,-0.07024783272666237
2018-10-12,107439.81815642002,0.017663204741678484,-0.05382542983709405
2018-10-15,106599.81815642002,-0.007818330432922571,-0.061222935273856076
2018-10-16,108938.91476642003,0.02194278236542324,-0.040623554452919534
2018-10-17,106955.76476642002,-0.018204238625399882,-0.058088272199246546
2018-10-19,107176.12154642002,0.0020602608983371073,-0.05614768829677346
2018-10-22,111125.47154642001,0.0368491595237419,-0.02136752389596863
2018-10-23,109684.72154642001,-0.012965074342997651,-0.03405556670312922
2018-10-24,109396.56815642002,-0.0026271059992438728,-0.036593205118779636
2018-10-25,108701.62154642002,-0.006352544889765999,-0.04271329003036813
2018-10-26,107243.91476642003,-0.013410165913463334,-0.05555066363781435
2018-10-29,111769.56815642002,0.042199628760820396,-0.0156952522599269
2018-10-30,111207.81815642002,-0.005025965558118961,-0.02064233402076151
2018-10-31,114193.11494642001,0.026844306807647378,0.0
2018-11-01,113775.81815642002,-0.003654307794264011,-0.0036543077942640485
2018-11-02,114016.56815642002,0.002116003241295239,-0.0015460370801061842
2018-11-05,112267.11494642001,-0.015343850795438096,-0.016866165713262913
2018-11-06,113583.21815642001,0.01172296278058016,-0.005340924365590391
2018-11-07,114482.01173642001,0.007913084297032524,0.0
2018-11-09,114786.96815642001,0.002663793336389997,0.0
2018-11-12,113342.46815642001,-0.01258418114181381,-0.012584181141813783
2018-11-13,116087.01173642001,0.024214609269072485,0.0
2018-11-14,117403.11494642001,0.011337213270578905,0.0
2018-11-15,118651.11174642,0.010630014378830932,0.0
2018-11-16,117867.10854642,-0.00660763467328962,-0.006607634673289623
2018-11-19,116219.10854642,-0.01398184803482272,-0.020497095764240792
2018-11-20,116091.11174642,-0.0011013404043523911,-0.021575861888856185
2018-11-21,116221.10849642001,0.001119782109451739,-0.020480240043543575
2018-11-22,114693.60524642,-0.013143079340420027,-0.033354145964160434
2018-11-26,116091.11174642,0.01218469414225365,-0.021575861888856185
2018-11-27,115538.60524642002,-0.004759248935498506,-0.0262324259266277
2018-11-28,116952.35849642001,0.012236197996200016,-0.01431721308798651
2018-11-29,117992.36174642002,0.008892537639861642,-0.005551991804407695
2018-11-30,115701.10524642002,-0.019418684956270194,-0.02486286438094835
2018-12-03,115814.85849642001,0.0009831647654334752,-0.023904143907741943
2018-12-04,116611.11174642002,0.006875225341009372,-0.01719326494268215
2018-12-05,114482.35524642002,-0.01825517712779512,-0.03513457597354346
2018-12-06,113263.60524642002,-0.010645745341076096,-0.04540628756613857
2018-12-07,114742.36174642002,0.01305588407487801,-0.03294322271799465
2018-12-10,112841.11174642,-0.016569730403508398,-0.04896709280244314
2018-12-11,110120.50524642003,-0.024110064655458285,-0.0718965576844447
2018-12-12,111489.75524642003,0.012434105682097796,-0.06035642139877426
2018-12-13,112349.00524642003,0.007706986154026874,-0.05311460134877438
2018-12-14,112052.80527642001,-0.002636427170408351,-0.05561099574104145
2018-12-17,113882.20524642001,0.016326230882726334,-0.040192682814401755
2018-12-18,114170.20524642001,0.0025289288996188652,-0.037765398351905434
2018-12-19,113558.05527642001,-0.0053617313613368855,-0.04292464179252552
2018-12-20,114280.10521642001,0.0063584211462797136,-0.03683915359631582
2018-12-21,112879.74991642001,-0.01225371027921307,-0.048641447560428194
2018-12-24,111266.69991642001,-0.014289985592582877,-0.062236347568170196
2018-12-26,113480.11051642003,0.01989283947185161,-0.043581565767806654
2018-12-27,112557.20521642003,-0.008132749393705008,-0.051359877208936866
2018-12-28,113511.19991642001,0.008475643102240138,-0.04331954209569453
2018-12-31,113450.90521642001,-0.0005311784215512594,-0.04382771011125312
2019-01-01,114861.21057642002,0.012430974942947426,-0.03194155633450551
2019-01-02,113805.30521642002,-0.009192880300503914,-0.040840801731014516
2019-01-03,112911.80527642003,-0.007851127311691242,-0.04837128270880404
2019-01-04,113230.90521642001,0.0028260990001780506,-0.0456818857423267
2019-01-07,113396.44991642001,0.0014620098610320653,-0.04428666324872041
2019-01-08,112459.50521642002,-0.008262557608201826,-0.05218329975055464
2019-01-09,113190.80521642002,0.006502785145574563,-0.04601985139144504
2019-01-10,112748.40521642001,-0.003908444675820966,-0.04974843002411307
2019-01-11,112924.84991642,0.0015649418691228156,-0.048261341556058185
2019-01-14,112374.04992642,-0.004877580004823301,-0.05290352300630168
2019-01-15,113447.94991642001,0.009556476701722216,-0.04385261758962818
2019-01-16,113361.90520642001,-0.0007584509906384262,-0.04457780851901362
2019-01-17,113996.75522642002,0.005600205984929607,-0.039227247444147274
2019-01-18,113886.85522642001,-0.0009640625277599346,-0.040153492452579105
2019-01-21,114835.24993642,0.008327516886075026,-0.03216035445293783
2019-01-22,114186.31049642002,-0.005651047394935604,-0.03762966216062197
2019-01-23,112558.74993642,-0.0142535523997952,-0.051346858199024195
2019-01-24,112392.15521642001,-0.0014800690314533682,-0.05275093033579471
2019-01-25,112059.25519642001,-0.0029619506749289926,-0.05555663535701248
2019-01-28,111428.79992642,-0.005626088348480662,-0.06087015716663032
2019-01-29,110021.61053642002,-0.012628596834294181,-0.07273004932682699
2019-01-30,110652.05523642001,0.005730189704788113,-0.06741661660192026
2019-01-31,109819.71811163003,-0.007522111749407645,-0.07443161302748127
2019-02-01,112086.56173862002,0.02064149923136549,-0.05532649387921187
2019-02-04,110677.92914868002,-0.012567363723983704,-0.06719854943104278
2019-02-05,111061.47558138003,0.0034654283437556277,-0.0639659928451448
2019-02-06,115593.33474782002,0.04080496088060048,-0.025771161800279142
2019-02-07,114969.81339923001,-0.005394094304401631,-0.031026244027596035
2019-02-08,115404.09446034001,0.003777348577595374,-0.02736609238874632
2019-02-11,113297.10468034001,-0.018257495887410657,-0.0451239519569149
2019-02-12,111799.37109881002,-0.013219522120673233,-0.05774695699652152
2019-02-13,110493.38950022003,-0.011681475358530813,-0.06875386269986733
2019-02-14,111261.83947022002,0.006954714426589792,-0.06227731175408007
2019-02-15,109243.54369022003,-0.018140054034790576,-0.07928765198851014
2019-02-18,108753.33947022002,-0.004487260330826248,-0.08341912798384403
2019-02-19,109171.28947022003,0.0038431003777539274,-0.07989661568835665
2019-02-20,111134.38529022002,0.017981795667399103,-0.06335150463878218
2019-02-21,113175.23949022002,0.018363841170043305,-0.0461510404378087
2019-02-22,112576.33529022001,-0.005291830639790773,-0.05119864758775246
2019-02-25,113330.08954022003,0.006695494644206157,-0.0448459532142608
2019-02-26,113306.48950022002,-0.00020824160728849517,-0.04504485602817157
2019-02-27,112637.73950022002,-0.00590213325776634,-0.05068112854308273
2019-02-28,112912.27204524001,0.002437305171766546,-0.048367348748025125
2019-03-01,113412.69625609001,0.004431973617973872,-0.044149737943673745
2019-03-05,114848.09203609,0.01265639410211028,-0.03205212032448358
2019-03-06,117997.49531611003,0.027422338710079375,-0.005508725714318481
2019-03-07,118503.81771513002,0.00429095886877584,-0.0012414045610022058
2019-03-08,118212.03963031003,-0.002462182994993456,-0.0037005309907956
2019-03-11,121639.27426635004,0.028992263789358264,0.0
2019-03-12,124197.62776759,0.0210322982989688,0.0
2019-03-13,125999.02856839003,0.014504309246316405,0.0
2019-03-14,124715.02856839003,-0.010190554757357306,-0.010190554757357258
2019-03-15,127090.42856839002,0.019046621944983855,0.0
2019-03-18,127973.17856839002,0.006945841712422629,0.0
2019-03-19,128085.52856839003,0.0008779183361453669,0.0
2019-03-20,126320.02856839003,-0.013783758553624015,-0.013783758553624022
2019-03-22,125966.92856839002,-0.002795281191761534,-0.01654051026434887
2019-03-25,123302.63177839003,-0.02115076409562122,-0.0373414299293477
2019-03-26,126705.23498839003,0.02759554407658915,-0.010776342928256749
2019-03-27,126416.33498839004,-0.0022800952149014675,-0.013031867055213362
2019-03-28,128775.67856839002,0.018663280977230245,0.0
2019-03-29,128759.63177839003,-0.00012461040918898547,-0.00012461040918895988
2019-04-01,128037.38177839003,-0.005609289107342819,-0.005733200540720889
2019-04-02,127684.27856839003,-0.002757813422107902,-0.00847520286542598
2019-04-03,126063.23498839003,-0.012695717892408642,-0.021063321973174235
2019-04-04,124987.88177839003,-0.008530268242751604,-0.029413914429411256
2019-04-05,125565.67856839002,0.004622822483098421,-0.02492706725125302
2019-04-08,124458.23498839003,-0.008819636007436626,-0.033526855598800746
2019-04-09,127684.27856839003,0.025920692032157966,-0.00847520286542598
2019-04-10,126737.33498839004,-0.007416289543373922,-0.015828637850411057
2019-04-11,125405.17856839002,-0.010511160110176276,-0.026173420613815668
2019-04-12,126865.73498839003,0.011646699416033135,-0.01483155516036098
2019-04-15,126271.88177839003,-0.004680958259173362,-0.01944308752891005
2019-04-16,130846.13177839003,0.03622540454436174,0.0
2019-04-18,130011.52856839003,-0.006378508853540632,-0.006378508853540602
2019-04-22,126833.63177839003,-0.024443192269125058,-0.03066579000436822
2019-04-23,127475.63177839003,0.00506174893045519,-0.025759263603669307
2019-04-24,128952.23498839003,0.011583415507734118,-0.014474228349429788
2019-04-25,127122.52856839003,-0.014189024487747282,-0.028457877656685723
2019-04-26,130910.33498839004,0.029796499980428104,0.0
2019-04-30,131006.63177839003,0.0007355934885395765,0.0
2019-05-02,127170.67856839002,-0.029280603263572846,-0.029280603263572798
2019-05-03,129176.92856839002,0.015776042265285728,-0.013966493032926158
2019-05-06,129016.42856839002,-0.0012424819337225612,-0.015191621851377889
2019-05-07,124265.63177839003,-0.03682319254002331,-0.05145541037497271
2019-05-08,122885.33498839004,-0.011107631050084388,-0.061991493711081175
2019-05-09,122628.52856839003,-0.0020898052645930143,-0.06395174882575674
2019-05-10,123816.23498839003,0.009685400565967228,-0.05488574656406118
2019-05-13,123784.13177839003,-0.00025928110318496067,-0.055130796830327906
2019-05-14,126517.72373839002,0.022083541086622693,-0.03426473896064603
2019-05-15,125492.63177839003,-0.008102358544796795,-0.04208947230493985
2019-05-16,126959.92775839003,0.011692287899349507,-0.03088930663331138
2019-05-17,128366.92775839003,0.011082236929730982,-0.020149392318285924
2019-05-20,134227.67939839003,0.04565624294624393,0.0
2019-05-21,133465.44346072007,-0.005678679249215279,-0.005678679249215293
2019-05-22,134624.37533501,0.008683385333605242,0.0
2019-05-23,134125.33220497,-0.0037069299582496162,-0.0037069299582496522
2019-05-24,139296.05807017,0.03855144870991323,0.0
2019-05-27,138942.18152072004,-0.00254046348728465,-0.0025404634872846776
2019-05-28,137418.79468866004,-0.010964178159480142,-0.013476787552482557
2019-05-29,137026.40215558003,-0.002855450260417669,-0.016293755516373864
2019-05-30,139395.79017964005,0.017291470744227988,0.0
2019-05-31,139746.5755569,0.002516470381263902,0.0
2019-06-03,141594.46868893004,0.013223172909003766,0.0
2019-06-04,141085.23354767,-0.003596433857729009,-0.0035964338577290623
2019-06-06,138920.45174432005,-0.01534378721936569,-0.01888503816123325
2019-06-07,140663.90436316002,0.012550006834477934,-0.006572038684748186
2019-06-10,141820.30294809001,0.00822100445857421,0.0
2019-06-11,142963.89962787,0.008063702135783668,0.0
2019-06-12,141762.16291043005,-0.008405875333339585,-0.008405875333339629
2019-06-13,142771.74121613003,0.007121634468415072,-0.0013441044364357556
2019-06-14,141442.82417032003,-0.00930798374027153,-0.01063957727446775
2019-06-17,139558.22173447,-0.013324129003396301,-0.023821943177717433
2019-06-18,140915.73843857,0.009727242775297684,-0.014326422227088794
2019-06-19,140912.00885217,-2.646678391871049e-05,-0.014352509836686128
2019-06-20,143545.35514257004,0.018687877008145337,0.0
2019-06-21,142595.83034507002,-0.006614806843153853,-0.006614806843153863
2019-06-24,142059.35656217003,-0.0037621982466231607,-0.010352118875069939
2019-06-25,143284.89255787001,0.00862692909047258,-0.0018144967800688156
2019-06-26,142511.02482257003,-0.005400902506085381,-0.007205599365947478
2019-06-27,143339.47933357002,0.005813266110684667,-0.0014342213218640355
2019-06-28,143303.80932357002,-0.000248849864432632,-0.001682714280515146
2019-07-01,143974.12204947002,0.004677563904714299,0.0
2019-07-02,144214.99946787002,0.0016730605123413955,0.0
2019-07-03,144151.91325387004,-0.00043744557939717765,-0.00043744557939714133
2019-07-04,145120.45240197002,0.006718878204510892,0.0
2019-07-05,145080.95727577002,-0.0002721541005853423,-0.0002721541005853405
2019-07-08,144217.93672177003,-0.005948544662271238,-0.006219079842034258
2019-07-09,151205.53394077002,0.048451651561765896,0.0
2019-07-10,151108.66203327003,-0.0006406637705332896,-0.0006406637705333171
2019-07-11,149985.27650197002,-0.007434289445648501,-0.008070190336274357
2019-07-12,149812.27192287002,-0.0011534770821169937,-0.009214358638790126
2019-07-15,148042.61246787003,-0.011812513302722483,-0.020918027207515885
2019-07-16,148726.82426197003,0.004621721967035031,-0.016392982546332906
2019-07-17,148446.92561697002,-0.0018819647793123506,-0.018244096309865197
2019-07-18,146416.60421947003,-0.013677086198057964,-0.03167165643008745
2019-07-19,146607.64234067,0.0013047572180653333,-0.0304082230343574
2019-07-22,146786.28907257,0.0012185362853383008,-0.02922674027215902
2019-07-23,146858.43679717,0.000491515420519395,-0.02874959024517491
2019-07-24,146535.49461607,-0.0021990032588050656,-0.03088537306134151
2019-07-25,146267.52314447,-0.0018287137345261995,-0.0326576062899545
2019-07-26,146267.52314447,0.0,-0.0326576062899545
2019-07-29,145037.47651447,-0.00840956764397427,-0.040792537584743147
2019-07-30,143689.47651447,-0.009294149570132082,-0.049707555209217366
2019-07-31,143436.72651447,-0.001759001467129373,-0.05137912101380628
2019-08-01,140892.36977447,-0.01773853044354956,-0.06820626135508961
2019-08-02,139830.81977447,-0.007534474732018737,-0.07522683773436299
2019-08-05,147052.12959305002,0.0516431916098834,-0.027468600119800957
2019-08-06,151462.87280355004,0.029994419140384032,0.0
2019-08-07,150498.66382265004,-0.0063659757870206946,-0.006365975787020747
2019-08-08,152980.98086601004,0.016493947390026076,0.0
2019-08-09,152570.67917201004,-0.002682043817978652,-0.0026820438179786625
2019-08-13,144569.79613483002,-0.05244050220265284,-0.054981898295887156
2019-08-14,148488.18552205004,0.027103789947698465,-0.0293683261705261
2019-08-16,148631.78290961002,0.0009670627131386222,-0.028429664470574358
2019-08-19,148406.12107849002,-0.0015182609446139361,-0.029904761765954156
2019-08-20,147195.72698061002,-0.00815595805000413,-0.03781681783349977
2019-08-21,145903.27664033003,-0.00878048817578947,-0.046265255887456266
2019-08-22,145021.13210299003,-0.006046091339775739,-0.05203162326427836
2019-08-23,146518.72918551002,0.010326750734895862,-0.04224219013316465
2019-08-26,148262.51138501003,0.011901428637782985,-0.030843503906755096
2019-08-27,143195.28545993002,-0.03417739169358447,-0.06396674508611579
2019-08-28,143687.65159749004,0.0034384242189160474,-0.060748265672709065
2019-08-29,143687.65159749004,0.0,-0.060748265672709065
2019-08-30,143687.65159749004,0.0,-0.060748265672709065
2019-09-03,143687.65159749004,0.0,-0.060748265672709065
2019-09-04,143687.65159749004,0.0,-0.060748265672709065
2019-09-05,143687.65159749004,0.0,-0.060748265672709065
2019-09-06,143152.15669749005,-0.0037267983298945317,-0.06424866746755054
2019-09-09,141273.64989749002,-0.013122448472569714,-0.07652801611184601
2019-09-11,139743.64989749002,-0.01083004510119323,-0.08652925934704311
2019-09-12,139114.65669749005,-0.004501050319362432,-0.09064083711598733
2019-09-13,141307.65159749004,0.015763938552993295,-0.07630575514968232
2019-09-16,141035.65499749003,-0.001924854011266075,-0.07808373172206583
2019-09-17,141639.15329749003,0.004279047734494945,-0.07413880800289718
2019-09-18,141401.14989749002,-0.0016803503442309742,-0.07569457917557958
2019-09-19,139845.65499749003,-0.011000581686412492,-0.08586247646055245
2019-09-20,147104.47161909004,0.05190591457224958,-0.03841333225642607
2019-09-23,152873.56979529004,0.03921769415098697,-0.0007021204211919564
2019-09-24,152092.74583355006,-0.005107645244273207,-0.005806179483434955
2019-09-25,151546.22919995003,-0.0035933116376117846,-0.009378627708738844
2019-09-26,152241.63109995003,0.004588711336937834,-0.004832952187092973
2019-09-27,152447.52919995002,0.0013524428141789002,-0.00348704566437085
2019-09-30,151160.73109995003,-0.008440924603718702,-0.011898536378546886
2019-10-01,150450.32919995,-0.004699645832820787,-0.016542263304459584
2019-10-03,149625.58109995004,-0.005481863046666202,-0.02193344392920883
2019-10-04,146763.53109995002,-0.01912807942973449,-0.040641978701297744
2019-10-07,146149.78109995002,-0.004181897201574025,-0.04465391532587436
2019-10-09,149974.53108995006,0.02617006991877968,-0.019652441493320055
2019-10-10,147772.90258530006,-0.014680015924367407,-0.0340439592636128
2019-10-11,148994.13195225003,0.0082642307593912,-0.026061075639539365
2019-10-14,149506.97429055005,0.0034420304449598316,-0.02270874821035915
2019-10-15,150710.90103745004,0.008052646056232016,-0.014838967665845179
2019-10-16,153448.68312005003,0.018165786706561438,0.0
2019-10-17,155601.72847455004,0.014031044846540608,0.0
2019-10-18,155547.75808750006,-0.00034684953425057063,-0.0003468495342505599
2019-10-22,154836.01023410005,-0.0045757512814786905,-0.004921013718528393
2019-10-23,155284.96584325004,0.0028995555263353623,-0.002035726944715797
2019-10-24,155161.15840530006,-0.0007972918516462313,-0.002831395727856842
2019-10-25,154677.27491440004,-0.0031185864804904595,-0.005941152255909533
2019-10-29,156657.02744295006,0.012799246234753259,0.0
2019-10-30,155271.22734295006,-0.008846076825405502,-0.008846076825405495
2019-10-31,155730.37855295005,0.0029570913932808196,-0.0059151440897694165
2019-11-01,156291.28128295008,0.0036017553878180397,-0.0023346936040464237
2019-11-04,157757.37938295008,0.009380549496844859,0.0
2019-11-05,159581.02701295004,0.011559824568162513,0.0
2019-11-06,160700.82881295006,0.007017136190689888,0.0
2019-11-07,161209.58015295005,0.003165828973988427,0.0
2019-11-08,161049.63381295008,-0.0009921639883201383,-0.0009921639883201379
2019-11-11,161332.92618295003,0.0017590376537519603,0.0
2019-11-13,160899.36469378002,-0.0026873713843035274,-0.0026873713843035057
2019-11-14,162967.44193701004,0.012853234362770305,0.0
2019-11-15,162887.99256873003,-0.00048751681523429014,-0.0004875168152342849
2019-11-18,161588.74745742005,-0.007976309922057445,-0.00845993815208121
2019-11-19,162201.58575389005,0.003792580276244184,-0.0046994428704109446
2019-11-20,163010.26305906006,0.004985631314338823,0.0
2019-11-21,163054.5768084401,0.00027184637671551215,0.0
2019-11-22,161785.66251583007,-0.007782144588929674,-0.00778214458892966
2019-11-25,165195.82871722005,0.021078296731370072,0.0
2019-11-26,164652.70613278003,-0.003287749991373712,-0.0032877499913737387
2019-11-27,165045.08789373003,0.0023830872274492876,-0.0009124977589358951
2019-11-28,164764.03486743005,-0.0017028863438877107,-0.0026138302228510984
2019-11-29,163820.83780339005,-0.005724532449080222,-0.008323399716004268
2019-12-02,162015.68897533003,-0.011019042829133019,-0.019250726647182692
2019-12-03,161712.52893980008,-0.001871177028887172,-0.02108588215857823
2019-12-04,162578.66578057004,0.005356028048342454,-0.01584279068650115
2019-12-05,162295.00880470005,-0.0017447367679400694,-0.017559885955023648
2019-12-06,161540.37033804003,-0.004649794668473928,-0.02212803075940488
2019-12-09,161747.03546567005,0.001279340434824805,-0.020876999609073646
2019-12-10,162571.19615910004,0.0050953681534702255,-0.015888007454551514
2019-12-11,163648.63950734006,0.006627516889188501,-0.009365788603103558
2019-12-12,164637.01415032003,0.006039614175562091,-0.003382740177154191
2019-12-13,165296.22047023004,0.004003998270450504,0.0
2019-12-16,164354.01979023003,-0.005700073947968454,-0.00570007394796846
2019-12-17,166433.02158603002,0.012649534209467461,0.0
2019-12-18,167010.95236917006,0.003472452627685474,0.0
2019-12-19,167012.80784262004,1.1109890840410586e-05,0.0
2019-12-20,167889.23102359002,0.00524764053901694,0.0
2019-12-23,167652.36086050005,-0.0014108716898982854,-0.0014108716898982734
2019-12-24,166430.89070935006,-0.007285731885197544,-0.008686324342238792
2019-12-26,165981.91606653002,-0.002697664122966903,-0.011360555679667216
2019-12-27,168295.85469269005,0.013940908027791021,0.0
2019-12-30,168101.35841856003,-0.0011556807176573702,-0.0011556807176573876
2019-12-31,166847.32714222002,-0.007459971103966789,-0.008607030476864994
2020-01-01,166950.14498933003,0.0006162391023643021,-0.00799609536323574
2020-01-02,167533.79128933005,0.0034959316749161307,-0.004528117491375698
2020-01-03,166528.74820933008,-0.005999046952052001,-0.010500000053992544
2020-01-06,161701.54757933004,-0.02898719099198499,-0.039182825538996637
2020-01-07,162821.79619933004,0.006927878160537748,-0.03252640121977865
2020-01-08,164084.09659933005,0.007752650010411921,-0.025025917014122004
2020-01-09,166064.45023933006,0.01206913821048583,-0.013258820054923803
2020-01-10,166423.44776933,0.0021617963958122655,-0.011125686528518959
2020-01-13,166467.44630933006,0.0002643770489663133,-0.010864250855724756
2020-01-14,167219.09370933007,0.004515281616102262,-0.006398024391784025
2020-01-15,167457.84370933007,0.001427767575483907,-0.004979391708073782
2020-01-16,168017.69712933002,0.0033432499045653596,-0.001652789154361218
2020-01-17,167401.79683933005,-0.003665687011088381,-0.005312417557714358
2020-01-20,164873.39800933003,-0.015103773542088916,-0.020335953548050557
2020-01-21,164126.59723933,-0.004529540720436764,-0.02477338173880247
2020-01-22,164635.69816933008,0.003101879515954975,-0.021748346268204002
2020-01-23,164633.44158933003,-1.3706504877974979e-05,-0.02176175467926775
2020-01-24,165645.59440933005,0.006147917520455959,-0.015747626631680254
2020-01-27,164694.19668933004,-0.005743573944073543,-0.021400752917751113
2020-01-28,165072.64640933005,0.002297893475347479,-0.01915203609290087
2020-01-29,165544.72768795,0.002859839524528729,-0.016346968318165758
2020-01-30,165088.59404811007,-0.0027553498453889436,-0.01905727654692664
2020-01-31,164556.82889503008,-0.003221089598261506,-0.022216980949931697
2020-02-01,165314.65329153003,0.0046052442890922585,-0.017714051285480058
2020-02-03,167581.29153361003,0.013711054627945307,-0.004245874982392277
2020-02-04,168563.38267961005,0.00586038654441956,0.0
2020-02-05,170418.85450919005,0.011007561666620758,0.0
2020-02-06,170364.85244919002,-0.0003168784355203069,-0.00031687843552026616
2020-02-07,169635.16035919005,-0.0042831140315023886,-0.004598635240549244
2020-02-10,168987.71108919004,-0.0038167162316413705,-0.008397799786424638
2020-02-11,170020.80670919004,0.006113436375587922,-0.002335702825525887
2020-02-12,171842.70847919,0.01071575770791533,0.0
2020-02-13,171270.20998919004,-0.003331526225736292,-0.003331526225736241
2020-02-14,171319.80807919003,0.00028958970741688184,-0.0030429012940243944
2020-02-17,170676.00804919002,-0.003757884375532483,-0.006789350798327783
2020-02-18,170874.46265919006,0.0011627563373923788,-0.0056344888216028465
2020-02-19,172419.50839919003,0.009041993261928116,0.0
2020-02-20,172862.80960919004,0.002571061790604734,0.0
2020-02-24,168935.05536919003,-0.022721800304414286,-0.022721800304414324
2020-02-25,169616.11307919005,0.004031476525174993,-0.018781926183776314
2020-02-26,167742.36273919005,-0.011047006714068441,-0.029621448833189408
2020-02-27,167171.70811919004,-0.0034019708002281934,-0.03292264832942667
2020-02-28,165071.25904919003,-0.012564620494889156,-0.04507360824236988
2020-03-02,165071.25904919003,0.0,-0.04507360824236988
