,portfolio,investment,cash
2022-04-28,391121.8101968301,390462.83272016,658.9774766700575
2022-04-29,387802.01352459006,387143.03604792,658.9774766700575
2022-05-02,391149.33198659006,390490.35450992,658.9774766700575
2022-05-04,387442.56134707003,198111.5838704,189330.97747667006
2022-05-05,389196.76601411006,199865.78853743998,189330.97747667006
2022-05-06,392705.19059515005,203374.21311848,189330.97747667006
2022-05-09,389883.21216667007,200552.23469,189330.97747667006
2022-05-10,387442.56134707003,198111.5838704,189330.97747667006
2022-05-11,384315.47963803005,194984.50216136,189330.97747667006
2022-05-12,382218.0518906701,192887.074414,189330.97747667006
2022-05-13,386565.4628273101,197234.48535064,189330.97747667006
2022-05-16,383133.30834779004,193802.33087111998,189330.97747667006
2022-05-17,391217.9389069101,201886.96143024002,189330.97747667006
2022-05-18,392819.59574339003,203488.61826672,189330.97747667006
2022-05-19,389616.2668153901,0.0,389616.2668153901
2022-05-20,400364.9250131401,399428.82950809994,936.095505040139
2022-05-23,397041.1781688401,193037.4511913,204003.72697754015
2022-05-24,392224.6290421301,389998.66687098995,2225.962171140127
2022-05-25,391022.0379153801,390857.25638439995,164.78153098012672
2022-05-26,387553.66148558015,387388.8799546,164.78153098012672
2022-05-27,390846.07380510017,390681.29227412003,164.78153098012672
2022-05-30,399167.7935667401,399003.01203576,164.78153098012672
2022-05-31,397099.5981958001,396934.81666481995,164.78153098012672
2022-06-01,393454.7030143301,393289.92148335,164.78153098012672
2022-06-02,398387.41827181017,398222.63674083,164.78153098012672
2022-06-03,400468.20981338015,192291.14276639998,208177.06704698014
2022-06-06,398606.8845495801,397385.35514259996,1221.5294069801457
2022-06-07,396455.69928166014,208484.16987468002,187971.52940698015
2022-06-08,392784.9461809801,204813.41677399998,187971.52940698015
2022-06-09,398368.2227608601,210396.69335388,187971.52940698015
2022-06-10,392072.3815507001,204100.85214371997,187971.52940698015
2022-06-13,387247.7931874601,1998.50308048,385249.29010698013
2022-06-14,387253.83453450014,2004.54442752,385249.29010698013
2022-06-15,387257.9877812201,0.0,387257.9877812201
2022-06-16,387257.9877812201,0.0,387257.9877812201
2022-06-17,387257.9877812201,0.0,387257.9877812201
2022-06-20,387257.9877812201,0.0,387257.9877812201
2022-06-21,394417.92317170015,394381.72106568003,36.2021060201223
2022-06-22,387696.3374644601,387660.13535844,36.2021060201223
2022-06-23,387988.59492634016,387952.39282032003,36.2021060201223
2022-06-24,388500.03454414016,388463.83243812004,36.2021060201223
2022-06-27,394491.01312174014,394454.81101572,36.2021060201223
2022-06-28,397267.3202546201,397231.1181486,36.2021060201223
2022-06-29,400481.96245762013,400445.7603516,36.2021060201223
2022-06-30,399678.30921730015,399642.10711128,36.2021060201223
2022-07-01,415532.4988207001,415496.29671468,36.2021060201223
2022-07-04,417432.0481810601,0.0,417432.0481810601
2022-07-05,408743.1893765501,408660.56018012995,82.6291964201373
2022-07-06,412161.7511781401,412079.12198172,82.6291964201373
2022-07-07,415936.44164254016,415853.81244612,82.6291964201373
2022-07-08,417503.2539827501,417420.62478633,82.6291964201373
2022-07-11,420280.84966981015,420198.22047339,82.6291964201373
2022-07-12,417004.7422064802,416922.11301006004,82.6291964201373
2022-07-13,418927.65471958014,418845.02552316,82.6291964201373
2022-07-14,414369.6008124101,414286.97161599,82.6291964201373
2022-07-15,418215.4543436201,418132.82514719997,82.6291964201373
2022-07-18,420708.15565948014,420625.52646306,82.6291964201373
2022-07-19,419711.1036170201,419628.4744206,82.6291964201373
2022-07-20,424838.94631186017,424756.31711544003,82.6291964201373
2022-07-21,426761.8588400501,426679.22964363,82.6291964201373
2022-07-22,428186.25957688014,428103.63038046,82.6291964201373
2022-07-25,428969.7084743202,428887.07927790005,82.6291964201373
2022-07-26,430892.64949243015,430810.02029601,82.6291964201373
2022-07-27,431462.4097901801,0.0,431462.4097901801
2022-07-28,429410.74409477005,429370.04450023,40.69959454005584
2022-07-29,428844.7312434001,428804.03164886,40.69959454005584
2022-08-01,435141.3235248601,435100.62393032,40.69959454005584
2022-08-02,438607.9930550701,438567.29346053005,40.69959454005584
2022-08-03,436061.0342703301,436020.33467579004,40.69959454005584
2022-08-04,437971.24627611006,437930.54668157,40.69959454005584
2022-08-05,439881.45828189,439840.75868734997,40.69959454005584
2022-08-08,443135.84115595004,443095.14156141,40.69959454005584
2022-08-10,440376.6947689801,440335.99517444003,40.69959454005584
2022-08-11,433372.62179596006,433331.92220142,40.69959454005584
2022-08-12,436627.0188205801,436586.31922604004,40.69959454005584
2022-08-16,439456.9415718301,439416.24197729,40.69959454005584
2022-08-17,442286.86433807004,442246.16474353,40.69959454005584
2022-08-18,446673.2446137501,446632.54501921,40.69959454005584
2022-08-19,441508.64971892006,441467.95012438,40.69959454005584
2022-08-22,444904.54288485006,444863.84329031,40.69959454005584
2022-08-23,447026.98494454,446986.28534999996,40.69959454005584
2022-08-24,444480.08277703007,444439.38318249,40.69959454005584
2022-08-25,442003.9003565701,441963.20076203,40.69959454005584
2022-08-26,442782.1008101701,442741.40121563006,40.69959454005584
2022-08-29,443701.8257062001,443661.12611166004,40.69959454005584
2022-08-30,453535.8214454601,453495.12185092,40.69959454005584
2022-09-01,449432.44758797,449391.74799342995,40.69959454005584
2022-09-02,450988.90511240007,0.0,450988.90511240007
2022-09-05,456331.1297351001,456308.0676168,23.06211830006214
2022-09-06,453972.2037272001,453949.14160890004,23.06211830006214
2022-09-07,452515.26491240005,452492.2027941,23.06211830006214
2022-09-08,457788.0685499,457765.00643159996,23.06211830006214
2022-09-09,458620.6347578,458597.57263949997,23.06211830006214
2022-09-12,459175.6557635001,459152.5936452,23.06211830006214
2022-09-13,464032.21099640004,464009.1488781,23.06211830006214
2022-09-14,465350.44659410004,465327.3844758,23.06211830006214
2022-09-15,463615.9625918001,463592.9004735,23.06211830006214
2022-09-16,459730.6906460001,459707.6285277,23.06211830006214
2022-09-19,465697.3433975001,465674.28127920005,23.06211830006214
2022-09-20,466252.36440320004,466229.3022849,23.06211830006214
2022-09-21,473120.9349638001,473097.8728455,23.06211830006214
2022-09-22,478810.01477420004,478786.9526559,23.06211830006214
2022-09-23,480683.2575008001,480660.1953825,23.06211830006214
2022-09-26,461534.5817714001,461511.51965310005,23.06211830006214
2022-09-27,464656.6529873,464633.59086899995,23.06211830006214
2022-09-28,450919.53961970005,450896.4775014,23.06211830006214
2022-09-29,462158.9682698,462135.90615149995,23.06211830006214
2022-09-30,460979.5468889001,460956.48477060004,23.06211830006214
2022-10-03,450156.33890450007,450133.2767862,23.06211830006214
2022-10-04,461881.4785748001,461858.4164565,23.06211830006214
2022-10-06,467154.28221230005,467131.220094,23.06211830006214
2022-10-07,463615.9625918001,463592.9004735,23.06211830006214
2022-10-10,454943.5425215001,454920.4804032,23.06211830006214
2022-10-11,452792.75460740004,452769.6924891,23.06211830006214
2022-10-12,458065.6137521001,458042.55163380003,23.06211830006214
2022-10-13,456053.58454760007,456030.5224293,23.06211830006214
2022-10-14,460840.7881646001,460817.7260463,23.06211830006214
2022-10-17,461048.91236690007,461025.8502486,23.06211830006214
2022-10-18,472218.97552430007,472195.913406,23.06211830006214
2022-10-19,480613.90589960007,480590.8437813,23.06211830006214
2022-10-20,481515.8237087001,0.0,481515.8237087001
2022-10-21,474125.2532737601,472903.15696186,1222.0963119000662
2022-10-24,478146.9503654401,236965.35405354,241181.59631190007
2022-10-25,475509.80534444016,475409.70903254003,100.09631190009532
2022-10-27,475746.5441307601,475646.44781886006,100.09631190009532
2022-10-28,476456.0441307601,476355.94781886,100.09631190009532
2022-10-31,484702.47279280005,484602.3764809,100.09631190009532
2022-11-01,487978.4339161201,487878.33760422,100.09631190009532
2022-11-02,491645.01759268006,491544.92128078,100.09631190009532
2022-11-03,489900.3349151601,489800.23860326,100.09631190009532
2022-11-04,488116.1826782001,488016.0863663,100.09631190009532
2022-11-07,489970.27361834,489870.17730643996,100.09631190009532
2022-11-09,494802.99189224,494702.89558033994,100.09631190009532
2022-11-10,494305.8296795201,494205.73336762004,100.09631190009532
2022-11-11,501367.4948210201,500631.10210912,736.3927119001019
2022-11-14,495752.9037056001,495016.5109937,736.3927119001019
2022-11-15,494561.2916248601,493824.89891295996,736.3927119001019
2022-11-16,493766.2379897001,493029.8452778,736.3927119001019
2022-11-17,492559.28749706014,491822.89478516,736.3927119001019
2022-11-18,491176.6003982601,490440.20768636,736.3927119001019
2022-11-21,486013.2722678201,358401.76858792,127611.5036799001
2022-11-22,490474.7503655001,489940.81021060003,533.940154900105
2022-11-23,489612.8005018401,489078.86034694,533.940154900105
2022-11-24,495186.5646137801,494652.62445888005,533.940154900105
2022-11-25,497281.9641354,496748.02398049994,533.940154900105
2022-11-28,500598.48397396016,500064.5438190601,533.940154900105
2022-11-29,502827.39437422005,502293.45421932,533.940154900105
2022-11-30,501758.67928336014,365783.52456596005,135975.15471740012
2022-12-01,502352.9385429501,502037.42926345,315.509279500111
2022-12-02,499085.97970785014,498770.47042835003,315.509279500111
2022-12-05,497000.7933772801,496685.28409778,315.509279500111
2022-12-06,495557.3808383401,495241.87155884,315.509279500111
2022-12-07,494894.5681380701,494579.05885857,315.509279500111
2022-12-08,494875.41849070013,494559.9092112,315.509279500111
2022-12-09,492589.4812396401,361354.34914714,131235.1320925001
2022-12-12,492004.0352373601,360768.90314486,131235.1320925001
2022-12-13,495363.98905436014,494544.85696186003,819.1320925001055
2022-12-14,494590.9661418601,493771.83404936,819.1320925001055
2022-12-15,485910.0126841201,485090.88059162,819.1320925001055
2022-12-16,484105.35059728014,128222.40000000001,355882.9505972801
2022-12-19,490259.94781819003,490127.16170778,132.78611041005934
2022-12-20,487799.8395735401,487667.05346313,132.78611041005934
2022-12-21,482117.71275232005,481984.92664191,132.78611041005934
2022-12-22,481645.0502366801,126976.80480000001,354668.24543668004
2022-12-23,481004.24543668004,0.0,481004.24543668004
2022-12-26,481004.24543668004,0.0,481004.24543668004
2022-12-27,481004.24543668004,0.0,481004.24543668004
2022-12-28,481004.24543668004,0.0,481004.24543668004
2022-12-29,490456.03742668004,490051.79199,404.2454366800375
2022-12-30,491977.95344668004,491573.70801,404.2454366800375
2023-01-02,490776.45344668004,490372.20801,404.2454366800375
2023-01-03,490936.66145668004,490532.41602,404.2454366800375
2023-01-04,485169.45344668004,484765.20801,404.2454366800375
2023-01-05,485089.32941668003,484685.08398,404.2454366800375
2023-01-06,481524.91145668004,481120.66602,404.2454366800375
2023-01-09,487171.95344668004,486767.70801,404.2454366800375
2023-01-10,477119.41145668004,476715.16602,404.2454366800375
2023-01-11,478360.95344668004,477956.70801,404.2454366800375
2023-01-12,476919.16145668004,476514.91602,404.2454366800375
2023-01-13,481084.32941668003,480680.08398,404.2454366800375
2023-01-16,483407.24543668004,483003.0,404.2454366800375
2023-01-17,494895.74543668015,493496.75000000006,1398.9954366800957
2023-01-18,498345.99543668004,496946.99999999994,1398.9954366800957
2023-01-19,491602.7454366801,490203.75,1398.9954366800957
2023-01-20,473148.9954366801,0.0,473148.9954366801
2023-01-23,473148.9954366801,0.0,473148.9954366801
2023-01-24,472515.4954366801,470690.5,1824.9954366800957
2023-01-25,476470.3635366801,474645.3681,1824.9954366800957
2023-01-27,474624.1273366801,472799.1319,1824.9954366800957
2023-01-30,474234.9954366801,0.0,474234.9954366801
2023-01-31,474234.9954366801,0.0,474234.9954366801
2023-02-01,476967.29543668,476187.69999999995,779.5954366800725
2023-02-02,487006.8923635901,486568.62451107,438.26785252007244
2023-02-03,491813.37741531007,491375.10956279,438.26785252007244
2023-02-06,482744.12324172,482305.8553892,438.26785252007244
2023-02-07,480447.3922918601,480009.12443934,438.26785252007244
2023-02-08,489076.26333724003,488637.99548472,438.26785252007244
2023-02-09,497210.53622874006,496772.26837622,438.26785252007244
2023-02-10,494613.64882123005,494175.38096871,438.26785252007244
2023-02-13,481998.6390413301,481560.37118881004,438.26785252007244
2023-02-14,489930.80226808006,489492.53441556,438.26785252007244
2023-02-15,491093.39053635,490655.12268383,438.26785252007244
2023-02-16,492551.97089538,492113.70304285997,438.26785252007244
2023-02-17,487026.77324172005,486588.5053892,438.26785252007244
2023-02-20,489682.9368006901,489244.66894817003,438.26785252007244
2023-02-21,485705.58772375004,485267.31987123,438.26785252007244
2023-02-22,480273.19803220005,479834.93017968,438.26785252007244
2023-02-23,476869.03779548005,476430.76994296,438.26785252007244
2023-02-24,476851.3279532901,476413.06010077003,438.26785252007244
2023-02-27,464154.14053635,463715.87268383,438.26785252007244
2023-02-28,466083.04888353,355.58103101,465727.46785252
2023-03-01,466084.93675728,357.46890476,465727.46785252
2023-03-02,466081.96333724,354.49548472,465727.46785252
2023-03-03,466090.83636276,363.36851024,465727.46785252
2023-03-06,466093.85694189,366.38908937,465727.46785252
2023-03-08,466097.86867362,370.4008211,465727.46785252
2023-03-09,466306.99339236,465115.27553984,1191.7178525199997
2023-03-10,460536.2153608,366.24750828,460169.96785252
2023-03-13,460532.10922594,362.14137342,460169.96785252
2023-03-14,460528.38069416,358.41284164,460169.96785252
2023-03-15,460528.09749421,358.12964169,460169.96785252
2023-03-16,460530.03258369,360.06473117,460169.96785252
2023-03-17,460524.46333724,354.49548472,460169.96785252
2023-03-20,460527.53113209,357.56327957,460169.96785252
2023-03-21,460525.78486774,355.81701522,460169.96785252
2023-03-22,460526.54000781,356.57215529,460169.96785252
2023-03-23,460529.27741531,359.30956279,460169.96785252
2023-03-24,460527.43675728,357.46890476,460169.96785252
2023-03-27,460528.85266259,358.88481007,460169.96785252
2023-03-28,460528.42788156,358.46002904,460169.96785252
2023-03-29,460531.25969219,361.29183967,460169.96785252
2023-03-31,460531.96764485,361.99979233,460169.96785252
2023-04-03,460527.62552578,357.65767326,460169.96785252
2023-04-05,460534.70505235,364.73719983,460169.96785252
2023-04-06,460535.60181127,365.63395875,460169.96785252
2023-04-10,460536.73451664,366.76666412,460169.96785252
2023-04-11,460543.76685581,373.79900329,460169.96785252
2023-04-12,460541.45420102,371.4863485,460169.96785252
2023-04-13,460543.3892905,373.42143798,460169.96785252
2023-04-17,460547.68418441,377.71633189,460169.96785252
2023-04-18,460546.126698,376.15884548,460169.96785252
2023-04-19,460546.36268222,376.3948297,460169.96785252
2023-04-20,460602.82577494,460150.35792242,452.4678525199997
2023-04-21,461345.32577494,460515.0,830.3257749399997
2023-04-24,465070.34866644,464627.03701107,443.31165536999976
2023-04-25,458473.03886766,458029.72721229,443.31165536999976
2023-04-26,460577.44963291,460134.13797754,443.31165536999976
2023-04-27,463110.9893962,462667.67774083,443.31165536999976
2023-04-28,464935.00398394,464491.69232857,443.31165536999976
2023-05-02,464837.71567225,464394.40401688,443.31165536999976
2023-05-03,466462.76428294,466019.45262757,443.31165536999976
2023-05-04,475989.10726278,475545.79560741,443.31165536999976
2023-05-05,447901.77459138,447458.46293601,443.31165536999976
2023-05-08,453074.32323039,452631.01157502,443.31165536999976
2023-05-09,453080.8520944,452637.54043903,443.31165536999976
2023-05-10,455172.31521544,454729.00356007,443.31165536999976
2023-05-11,455470.14270902,455026.83105365,443.31165536999976
2023-05-12,459485.18992474,459041.87826937,443.31165536999976
2023-05-15,461692.12784191,461248.81618654,443.31165536999976
2023-05-16,453850.99370381,453407.68204844,443.31165536999976
2023-05-17,451420.68907341,450977.37741804,443.31165536999976
2023-05-18,453214.48197208997,452771.17031672,443.31165536999976
2023-05-19,453737.12356262,453293.81190725,443.31165536999976
2023-05-22,452132.99884388,451689.68718851,443.31165536999976
2023-05-23,451078.4021567,450635.09050133,443.31165536999976
2023-05-24,448423.84981035,0.0,448423.84981035
2023-05-25,452733.27871322003,452646.08756495005,87.19114826997975
2023-05-26,455247.14473123,455159.95358296,87.19114826997975
2023-05-29,460890.47134657,460803.2801983,87.19114826997975
2023-05-30,461711.29833051,461624.10718224,87.19114826997975
2023-05-31,457196.64729517,457109.4561469,87.19114826997975
2023-06-01,451245.51312888996,451158.32198062,87.19114826997975
2023-06-02,455041.91232660995,454954.72117833997,87.19114826997975
2023-06-05,452220.24901893997,452133.05787067,87.19114826997975
2023-06-06,454426.27670216997,454339.0855539,87.19114826997975
2023-06-07,455606.26550852996,455519.07436026,87.19114826997975
2023-06-08,454528.88263233,454441.69148406,87.19114826997975
2023-06-09,449962.93889318994,449875.74774491997,87.19114826997975
2023-06-12,448423.84981035,448336.65866208,87.19114826997975
2023-06-13,457094.03110372997,457006.83995546,87.19114826997975
2023-06-14,456170.58791748,456083.39676921,87.19114826997975
2023-06-15,459864.41195801,459777.22080974,87.19114826997975
2023-06-16,464994.70888994,464907.51774167,87.19114826997975
2023-06-19,465507.73858422,465420.54743595,87.19114826997975
2023-06-20,464738.1940428,464651.00289453,87.19114826997975
2023-06-21,458787.02908181,458699.83793354,87.19114826997975
2023-06-22,459402.66471711994,459315.47356884996,87.19114826997975
2023-06-23,456427.1027646199,456339.91161634994,87.19114826997975
2023-06-26,457401.86943851,457314.67829024,87.19114826997975
2023-06-27,456786.23380319995,456699.04265493,87.19114826997975
2023-06-28,461146.98619370995,461059.79504543997,87.19114826997975
2023-06-30,463455.6198071,463368.42865883,87.19114826997975
2023-07-03,475409.20138776,475322.01023949,87.19114826997975
2023-07-04,478589.99574488,478502.80459661,87.19114826997975
2023-07-05,476117.98374488,470325.0,5792.98374488001
2023-07-06,471750.44413822,470333.99005942,1416.4540788000104
2023-07-07,463070.7002213,461654.2461425,1416.4540788000104
2023-07-10,463052.30810033996,4294.84802154,458757.4600788
2023-07-11,455705.60242226,450968.14234346,4737.460078799981
2023-07-12,454962.35034422,450224.89026542,4737.460078799981
2023-07-13,457527.79531444,452790.33523564,4737.460078799981
2023-07-14,458150.94241694,456778.48233814,1372.4600787999807
2023-07-17,459875.28363854,458502.82355974003,1372.4600787999807
2023-07-18,454424.43728186,454330.69660456,93.74067729998069
2023-07-19,464332.92737020995,464239.18669291,93.74067729998069
2023-07-20,465139.07287478,465045.33219748,93.74067729998069
2023-07-21,464125.63878185995,460627.84810456,3497.790677299981
2023-07-24,463999.19456576,463882.40388846,116.79067729998087
2023-07-25,465460.7446301,465343.9539528,116.79067729998087
2023-07-26,455122.52981825994,455005.73914096,116.79067729998087
2023-07-27,446118.06358856,446001.27291126,116.79067729998087
2023-07-28,451928.74506412,451811.95438682,116.79067729998087
2023-07-31,447119.60215566,447002.81147836003,116.79067729998087
2023-08-01,445302.1537832399,445185.36310593993,116.79067729998087
2023-08-02,446446.94782659994,8930.1571493,437516.79067729996
2023-08-03,446388.87287659995,5028.6,441360.2728766
2023-08-04,449498.9228765999,448924.44999999995,574.4728765999316
2023-08-07,454255.7728765999,453681.3,574.4728765999316
2023-08-08,453339.37297659996,452764.9001,574.4728765999316
2023-08-09,454686.7728766,452459.30000000005,2227.4728765999316
2023-08-10,452959.77297659987,450732.30009999993,2227.4728765999316
2023-08-11,447411.9728765999,445184.49999999994,2227.4728765999316
2023-08-14,454400.4229765999,452172.95009999996,2227.4728765999316
2023-08-16,462442.87277659995,460215.3999,2227.4728765999316
2023-08-17,460182.3228765999,457954.85,2227.4728765999316
2023-08-18,452788.1729765999,450560.70009999996,2227.4728765999316
2023-08-21,458167.9227766,455940.44990000007,2227.4728765999316
2023-08-22,457617.12277659995,455389.6499,2227.4728765999316
2023-08-23,458985.62287659995,456758.15,2227.4728765999316
2023-08-24,464014.4228765999,461786.94999999995,2227.4728765999316
2023-08-25,462895.8728965999,462594.30003999994,301.5728565999316
2023-08-28,461457.52283659996,461155.94998000003,301.5728565999316
2023-08-29,462096.5227566,461794.94990000007,301.5728565999316
2023-08-30,467728.6228966,467427.05004000006,301.5728565999316
2023-08-31,467790.77285659994,467489.2,301.5728565999316
2023-09-01,470537.8728765999,470236.30001999997,301.5728565999316
2023-09-04,470300.7728165999,5353.19996,464947.57285659993
2023-09-05,474720.02299659996,474177.45014000003,542.5728565999307
2023-09-06,474239.1227566,473696.54990000004,542.5728565999307
2023-09-07,470714.52289659996,470171.95004,542.5728565999307
2023-09-08,471788.7727365999,471246.19988,542.5728565999307
2023-09-11,474014.3727566,473471.79990000004,542.5728565999307
2023-09-12,481953.0728565999,481410.49999999994,542.5728565999307
2023-09-13,481066.97293659986,480524.40007999993,542.5728565999307
2023-09-14,483781.17287659994,483238.60002,542.5728565999307
2023-09-15,485302.9728765999,484760.40001999994,542.5728565999307
2023-09-18,478966.8228365999,478561.80006,405.0227765999307
2023-09-20,478431.3728565999,478026.35008,405.0227765999307
2023-09-21,482050.1727965999,481645.15002,405.0227765999307
2023-09-22,480230.77283659996,479825.75006000005,405.0227765999307
2023-09-25,473264.87281659996,472859.85004000005,405.0227765999307
2023-09-26,468999.77283659996,466676.85004000005,2322.9227965999307
2023-09-27,471042.9227965999,468720.0,2322.9227965999307
2023-09-28,462331.17287659994,460008.25008,2322.9227965999307
2023-09-29,461066.17287659994,458743.25008,2322.9227965999307
2023-10-03,461251.9727565999,3701.19996,457550.7727965999
2023-10-04,461247.7727965999,3697.0,457550.7727965999
2023-10-05,461266.1727165999,3715.39992,457550.7727965999
2023-10-06,464116.1727565999,463579.89996,536.2727965998929
2023-10-09,463099.4227565999,462563.14996,536.2727965998929
2023-10-10,469321.3227165999,468785.04992,536.2727965998929
2023-10-11,469117.0727165999,468580.79992,536.2727965998929
2023-10-12,460108.1727165999,459571.89992,536.2727965998929
2023-10-13,441308.0728365999,3816.80004,437491.2727965999
2023-10-16,441277.4727565999,3786.19996,437491.2727965999
2023-10-17,441305.8728765999,3814.60008,437491.2727965999
2023-10-18,441302.6727165999,3811.39992,437491.2727965999
2023-10-19,441263.0728365999,3771.80004,437491.2727965999
2023-10-20,441272.0728365999,3780.80004,437491.2727965999
2023-10-23,441248.4727565999,3757.19996,437491.2727965999
2023-10-25,441181.6727165999,3690.39992,437491.2727965999
2023-10-26,441113.2727965999,3622.0,437491.2727965999
2023-10-27,441149.6727165999,3658.39992,437491.2727965999
2023-10-30,441196.2727965999,3705.0,437491.2727965999
2023-10-31,441148.8728765999,3657.60008,437491.2727965999
2023-11-01,441145.0728365999,3653.80004,437491.2727965999
2023-11-02,441186.6727165999,3695.39992,437491.2727965999
2023-11-03,441214.2727965999,3723.0,437491.2727965999
2023-11-06,441248.0728365999,3756.80004,437491.2727965999
2023-11-07,441239.8728765999,3748.60008,437491.2727965999
2023-11-08,441238.2727965999,3747.0,437491.2727965999
2023-11-09,441220.6727165999,3729.39992,437491.2727965999
2023-11-10,441233.2727965999,3742.0,437491.2727965999
2023-11-12,441243.2727965999,3752.0,437491.2727965999
2023-11-13,441231.2727965999,3740.0,437491.2727965999
2023-11-15,441291.2727965999,3800.0,437491.2727965999
2023-11-16,441289.4727565999,3798.19996,437491.2727965999
2023-11-17,441280.4727565999,3789.19996,437491.2727965999
2023-11-20,441336.8728765999,3845.60008,437491.2727965999
2023-11-21,441374.6727165999,3883.39992,437491.2727965999
2023-11-22,441370.2727965999,3879.0,437491.2727965999
2023-11-23,441371.2727965999,0.0,441371.2727965999
2023-11-24,440535.0818365999,439863.80904,671.2727965998929
2023-11-28,445846.0818365999,445174.80904,671.2727965998929
2023-11-29,450592.0818365999,449920.80904,671.2727965998929
2023-11-30,459315.6727965999,458644.4,671.2727965998929
2023-12-01,459315.6727965999,458644.4,671.2727965998929
2023-12-04,470195.17279659986,470056.35,138.82279659988126
2023-12-05,466856.7727965999,466717.95,138.82279659988126
2023-12-06,473389.12279659987,473250.3,138.82279659988126
2023-12-07,470692.7227965999,470553.9,138.82279659988126
2023-12-08,478797.9727965999,478659.15,138.82279659988126
2023-12-11,477947.3227965999,477808.5,138.82279659988126
2023-12-12,473950.87279659987,473812.05,138.82279659988126
2023-12-13,465267.8227965999,465129.0,138.82279659988126
2023-12-14,482104.2727965999,481965.45,138.82279659988126
2023-12-15,485122.7269706298,484845.82474407996,276.9022265498643
2023-12-18,478191.8020948099,477914.89986826,276.9022265498643
2023-12-19,482900.60517038987,482623.70294384,276.9022265498643
2023-12-20,477504.01307167986,477227.11084513,276.9022265498643
2023-12-21,477980.19260630984,477703.29037976,276.9022265498643
2023-12-22,481948.26725439983,481671.36502784997,276.9022265498643
2023-12-26,483270.95880749985,482994.05658095,276.9022265498643
2023-12-27,483958.7584128699,483681.85618632,276.9022265498643
2023-12-28,491365.8310878099,491088.92886126,276.9022265498643
2023-12-29,489249.52460284985,488972.6223763,276.9022265498643
2024-01-01,495545.5152131898,495268.61298663996,276.9022265498643
2024-01-02,497979.28883088985,497702.38660434,276.9022265498643
2024-01-03,505280.53559709986,505003.63337055,276.9022265498643
2024-01-04,504381.0947565099,504104.19252996,276.9022265498643
2024-01-05,501788.6404836399,501511.73825709004,276.9022265498643
2024-01-08,492847.23503158987,492570.33280504,276.9022265498643
2024-01-09,491841.9788757199,491565.07664917,276.9022265498643
2024-01-10,490519.2873226199,490242.38509607,276.9022265498643
2024-01-11,489831.4877172499,489554.58549070003,276.9022265498643
2024-01-12,494117.0295092899,493840.12728274,276.9022265498643
2024-01-15,495069.3674140699,494792.46518752,276.9022265498643
2024-01-16,500042.6664825198,499765.76425596996,276.9022265498643
2024-01-17,494011.21418279986,493734.31195625,276.9022265498643
2024-01-18,492847.23503158987,492570.33280504,276.9022265498643
2024-01-19,499196.1544752599,498919.25224871,276.9022265498643
2024-01-20,495915.86885029986,495638.96662375,276.9022265498643
2024-01-23,486286.67437511985,486009.77214857,276.9022265498643
2024-01-24,490836.75446656987,490559.85224002,276.9022265498643
2024-01-25,482424.4150535199,482147.51282697,276.9022265498643
2024-01-29,476234.2186051899,475957.31637864,276.9022265498643
2024-01-30,456318.1163129699,456070.5,247.61631296988344
2024-01-31,462474.1163129699,462226.5,247.61631296988344
2024-02-01,462482.2163129699,462234.60000000003,247.61631296988344
2024-02-02,472542.40011296986,472294.7838,247.61631296988344
2024-02-05,466491.7163129699,466244.10000000003,247.61631296988344
2024-02-06,462854.8325129699,462607.2162,247.61631296988344
2024-02-07,467504.2163129699,467256.60000000003,247.61631296988344
2024-02-08,470088.1163129699,469840.5,247.61631296988344
2024-02-09,473530.6163129699,473283.0,247.61631296988344
2024-02-12,470809.01631296985,470561.39999999997,247.61631296988344
2024-02-13,474940.01631296985,474692.39999999997,247.61631296988344
2024-02-14,480213.1163129699,479965.5,247.61631296988344
2024-02-15,476722.01631296985,476474.39999999997,247.61631296988344
2024-02-16,473473.90011296986,473226.2838,247.61631296988344
2024-02-19,477823.6163129699,477576.0,247.61631296988344
2024-02-20,476859.7163129699,476612.10000000003,247.61631296988344
2024-02-21,475782.40011296986,475534.7838,247.61631296988344
2024-02-22,480334.6163129699,480087.0,247.61631296988344
2024-02-23,482845.6163129699,0.0,482845.6163129699
2024-02-26,480834.9090129699,480405.95885,428.9501629698789
2024-02-27,480293.9001629699,479864.95,428.9501629698789
2024-02-28,470595.8251629699,470166.875,428.9501629698789
2024-02-29,472267.3663129699,471838.41615,428.9501629698789
2024-03-01,482385.3251629699,481956.375,428.9501629698789
2024-03-02,482046.1590129699,481617.20885,428.9501629698789
2024-03-04,487319.1501629699,486890.2,428.9501629698789
2024-03-05,484993.5340129699,484564.58385,428.9501629698789
2024-03-06,485897.9501629699,485469.0,428.9501629698789
2024-03-07,478121.7413129699,477692.79115,428.9501629698789
2024-03-11,474140.75016296987,473711.8,428.9501629698789
2024-03-12,476991.2413129699,476562.29115,428.9501629698789
2024-03-13,461355.7751629699,460487.5,868.2751629698905
2024-03-14,471540.67516296986,470672.39999999997,868.2751629698905
2024-03-15,481548.2751629699,480680.0,868.2751629698905
2024-03-18,483636.47516296984,482768.19999999995,868.2751629698905
2024-03-19,484838.17516296986,483969.89999999997,868.2751629698905
2024-03-20,486197.47516296984,485329.19999999995,868.2751629698905
2024-03-21,481863.47516296984,480995.19999999995,868.2751629698905
2024-03-22,487891.67516296986,487023.39999999997,868.2751629698905
